codigo_AMB_92;descricao_AMB_92;codigo_TUSS;descricao_TUSS;
43030254;RETOSSIGMOIDECTOMIA ABDOMINAL;31003796;RETOSSIGMOIDECTOMIA ABDOMINAL POR VIDEOLAPAROSCOPIA;
43030270;SACROPROMOTOFIXACAO DO RETO;31003389;FIXACAO DO RETO POR VIA ABDOMINAL;
43030289;TUMOR ANO-RETAL-EXCISAO LOCAL;31003567;TUMOR ANORRETAL - RESSECCAO ENDO-ANAL;
43030297;COLOTOMIA COLORRAFIA;31003230;COLOTOMIA E COLORRAFIA;
43030300;CIRURGIA DE ABAIXAMENTO (QUALQUER TECNIC;31003133;CIRURGIA DE ABAIXAMENTO (QUALQUER TECNICA);
43030319;CIRURGIA DE ACESSO POSTERIOR;31003141;CIRURGIA DE ACESSO POSTERIOR;
43030327;PROCTOCOLECTOMIA COM RESERVATORIO ILEGAL;31003532;PROCTOCOLECTOMIA TOTAL COM RESERVATORIO ILEAL;
43030335;COLECTOMIA PARCIAL COM COLOSTOMIA;31003168;COLECTOMIA PARCIAL COM COLOSTOMIA;
43040012;ABCESO ANO-RETAL DRENAGEM;31004016;ABSCESSO ANORRETAL - DRENAGEM;
43040020;ABCESSO ISQUIO RETAL DRENAGEM;31004024;ABSCESSO ISQUIO-RETAL - DRENAGEM;
43040039;CERCLAGEM ANAL;31004032;CERCLAGEM ANAL;
43040047;CORPO ESTRANHO DO RETO-RETIRAD;31004040;CORPO ESTRANHO DO RETO - RETIRADA;
43040055;DILATACAO DIGITAL/INSTR./ANUS;31004067;DILATACAO DIGITAL OU INSTRUMENTAL DO ANUS E/OU DO RETO;
43040063;ESTENOSE ANAL-TRAT.CIRURG.Q.TC;31004083;ESTENOSE ANAL - TRATAMENTO CIRURGICO (QUALQUER TECNICA);
43040071;ESFINCTEROPLASTIA ANAL (Q.TECN;31004075;ESFINCTEROPLASTIA ANAL (QUALQUER TECNICA);
43040080;FISTULA-RETO-VAGINAL/FIST.ANAL;31004113;FISTULA RETO-VAGINAL E FISTULA ANAL EM FERRADURA - TRATAMENTO CIRURGICO VIA PERI;
43040098;FISSURECTOMIA C/S/ESFINCTEROTOM.;31004105;FISSURECTOMIA COM OU SEM ESFINCTEROTOMIA;
43040101;FISTULECTOMIA ANAL EM UM TEMPO;31004148;FISTULECTOMIA ANAL EM UM TEMPO;
43040110;FISTULECTOMIA ANAL EM 2TEMPOS;31004121;FISTULECTOMIA ANAL EM DOIS TEMPOS;
43040128;HEMORROIDAS-LIGADURA ELASTICA;31004180;HEMORROIDAS - LIGADURA ELASTICA (POR SESSAO);
43040136;HEMORROIDAS-TRATAMENTO ESCLER.;31004199;HEMORROIDAS - TRATAMENTO ESCLEROSANTE (POR SESSAO);
43040144;HEMORROINDECTOMIA ABERTA/FECH.;31004202;HEMORROIDECTOMIA ABERTA OU FECHADA, COM OU SEM ESFINCTEROTOMIA;
43040152;LACER.ANO-RETAL-TRAT.CIR.PV.PE;31004210;LACERACAO ANORRETAL - TRATAMENTO CIRURGICO POR VIA PERINEAL;
43040160;LESAO ANAL ELETROCAUTERIZACAO;31004229;LESAO ANAL - ELETROCAUTERIZACAO;
43040179;PRURIDO ANAL-TRAT.CIRURGICO;31004326;PRURIDO ANAL - TRATAMENTO CIRURGICO;
43040187;RECONST.DE ESFINCTER ANAL PLAS;31004270;RECONSTITUICAO DE ESFINCTER ANAL POR PLASTICA MUSCULAR (QUALQUER TECNICA);
43040195;TROMBOSE HEMORROIDARIA-EXERESE;31004318;TROMBOSE HEMORROIDARIA - EXERESE;
43040209;POLIPECTOMIA COLO-RETAL P/VIA ENDO-ANAL;31004245;POLIPO RETAL - RESSECCAO ENDOANAL;
43040217;RETOSSIGMOIDOSCOPIA;40201171;RETOSSIGMOIDOSCOPIA FLEXIVEL;
43040225;RETOSSIGMOIDOSCOPIA COM BIOPSIA;40202720;RETOSSIGMOIDOSCOPIA RIGIDA COM BIOPSIA E/OU CITOLOGIA;
43040233;MANOMETRIA ANO-RETAL;40102025;MANOMETRIA COMPUTADORIZADA ANORRETAL;
43050018;ABCESSO OU CISTO HEPATICO D.IN;31005012;ABSCESSO HEPATICO - DRENAGEM CIRURGICA;
43050026;ABCESSO OU CISTO HEPATICO D EX;31005322;PUNCAO HEPATICA PARA DRENAGEM DE ABSCESSOS;
43050034;BIOPSIA HEPATICA TRASPARIETAL;31005071;BIOPSIA HEPATICA TRANSPARIETAL;
43050042;CATETERISMO ARTERIAL P/QUIMIOT;31005080;LAPAROTOMIA PARA IMPLANTACAO CIRURGICA DE CATETER ARTERIAL VISCERAL PARA QUIMIOT;
43050050;DESVACUALARIZACAO HEPATICA;31005233;DESVASCULARIZACAO HEPATICA;
43050069;DRENAGEM BILIAR TRANS HEPATICA;31005241;DRENAGEM BILIAR TRANS-HEPATICA;
43050077;HEPATORRAFIA;31005276;HEPATORRAFIA;
43050085;LOBECTOMIA HEPATICA;31005292;LOBECTOMIA HEPATICA DIREITA;
43050093;RESSECAO DE METASTASE HEPATICA;31005250;ENUCLEACAO DE METASTASES HEPATICAS;
43050107;SEGMENTECTOMIAS HEPATICAS;31005390;SEGMENTECTOMIA HEPATICA;
43050115;TRISENGMENTECTOMIAS;31005438;TRISSEGMENTECTOMIAS;
43050123;COLEDOCO OU HEPATICOPLASTIA;31005160;COLEDOCO OU HEPATICOPLASTIA;
43050131;COLECISTOSTOMIA;31005144;COLECISTOSTOMIA;
43050140;COLEODO/HEPATICO-JEJUNOSTOMIA;31005152;COLEDOCO OU HEPATICO-JEJUNOSTOMIA (QUALQUER TECNICA);
43050158;COLEDOCO-DUODENOSTOMIA;31005179;COLEDOCO-DUODENOSTOMIA;
43050166;COLEDOCTOMIA C/SEM COLECISTECT;31005187;COLEDOCOTOMIA OU COLEDOCOSTOMIA SEM COLECISTECTOMIA;
43050174;COLECISTECTOMIA C/FIST.B.DIGES;31005110;COLECISTECTOMIA COM FISTULA BILIODIGESTIVA;
43050182;COLECISTECTOMIA SEM COLANGIOGR;31005128;COLECISTECTOMIA SEM COLANGIOGRAFIA;
43050190;COLECISTECTOMIA C/COLANGIOGRAF;31005101;COLECISTECTOMIA COM COLANGIOGRAFIA;
43050204;PROCEDIMENTO SOBRE PAPILA(Q.TE;31005314;PAPILOTOMIA TRANSDUODENAL;
43050212;HEPATORRAFIA COMPLEXA C/LESAO ESTR.VASC.;31005284;HEPATORRAFIA COMPLEXA COM LESAO DE ESTRUTURAS VASCULARES BILIARES;
43050220;COLECISTOJEJUNOSTOMIA;31005136;COLECISTOJEJUNOSTOMIA;
43050239;COLEDOSCOPIA INTRA-OPERATORIA;31005195;COLEDOCOSCOPIA INTRA-OPERATORIA;
43050247;TRANSPLANTE DE FIGADO;31505015;TRANSPLANTE HEPATICO (RECEPTOR);
43050255;RESSECCAO DE TUMOR DE VIA BILIAR S/HEPAT;31005381;RESSECCAO DE TUMOR DE VESICULA OU DA VIA BILIAR SEM HEPATECTOMIA;
43050263;RESSECCAO DE TUMOR DE VIA BILIAR C/HEPAT;31005373;RESSECCAO DE TUMOR DE VESICULA OU DA VIA BILIAR COM HEPATECTOMIA;
43050271;RESSECCAO DE CISTO DE COLEDOCO;31005098;CISTO DE COLEDOCO - TRATAMENTO CIRURGICO;
43050280;SEQUESTRECTOMIA HEPATICA;31005403;SEQUESTRECTOMIA HEPATICA;
43050298;ANASTOMISE BILIO DIGESTIVA INTRA HEPAT.;31005039;ANASTOMOSE BILIODIGESTIVA INTRA-HEPATICA;
43050301;TRATAMENTO CIR.ESTENOSE CICATR.VIAS BIL.;31005420;TRATAMENTO CIRURGICO DE ESTENOSE CICATRICIAL DAS VIAS BILIARES;
43050310;LOBECTOMIA HEPATICA DIREITA;31005292;LOBECTOMIA HEPATICA DIREITA;
43050328;RESSECCAO DE CISTO HEPATICO;31005365;RESSECCAO DE CISTO HEPATICO SEM HEPATECTOMIA;
43060013;CISTOS PANCREATICOS-TRAT.CIRUR;31006124;CISTO PANCREATICO - CISTOJEJUNOANASTOMOSE - TRATAMENTO CIRURGICO;
43060021;PANCREATO DUODENECTOMIA;31006078;PANCREATO-DUODENECTOMIA COM LINFADENECTOMIA;
43060030;PANCREATO ENTEROSTOMIA;31006086;PANCREATO-ENTEROSTOMIA;
43060048;PANCREATOTOMIA PARA DRENAGEM;31006051;PANCREATECTOMIA CORPO CAUDAL COM PRESERVACAO DO BACO;
43060056;PANCREATECTOMIA PARCIAL;31006060;PANCREATECTOMIA PARCIAL OU SEQUESTRECTOMIA;
43060064;PANCREATORRAFIA;31006094;PANCREATORRAFIA;
43060072;TRANSPLANTE DE PANCREAS;31507018;TRANSPLANTE PANCREATICO (RECEPTOR);
43070019;BIOPSIA ESPLENICA TRANPARIETAL;31007015;BIOPSIA ESPLENICA;
43070027;EPLENORRAFIA;31007040;ESPLENORRAFIA;
43070035;ESPLENECTOMIA TOTAL OU PARCIAL;31007031;ESPLENECTOMIA TOTAL;
43080014;BIOPSIA DE PAREDE ABDOMINAL;31009026;BIOPSIA DE PAREDE ABDOMINAL;
43080022;CISTO SACRO-TRATAMENTO CIRURG.;31009042;CISTO SACRO-COCCIGEO - TRATAMENTO CIRURGICO;
43080030;DIASTASE/RETOS ABDOM.TRAT.CIR.;31009050;DIASTASE DOS RETOS-ABDOMINAIS - TRATAMENTO CIRURGICO;
43080049;HERNIORR.C/RESSEC.INTEST.ESTR.;31009077;HERNIORRAFIA COM RESSECCAO INTESTINAL - ESTRANGULADA;
43080057;HERNIORR.S/RESSEC.INTEST.ESTR.;31009158;HERNIORRAFIA SEM RESSECCAO INTESTINAL ENCARCERADA;
43080065;HERNIORRAFIA CRURAL UNILATERAL;31009085;HERNIORRAFIA CRURAL - UNILATERAL;
43080073;HERNIORRAFIA CRURAL-BILATERAL;31009085;HERNIORRAFIA CRURAL - UNILATERAL;
43080081;HERNIORR.DIAFRAGM.P.VIA TORAC.;30806038;HERNIA DIAFRAGMATICA - TRATAMENTO CIRURGICO (QUALQUER TECNICA);
43080090;HERNIORR.DIAFRAG.P/VIA ABDOMIN;30806038;HERNIA DIAFRAGMATICA - TRATAMENTO CIRURGICO (QUALQUER TECNICA);
43080103;HERNIRRAFIA EPIGASTRICA;31009093;HERNIORRAFIA EPIGASTRICA;
43080111;HERNIORRAFIA INCISIONAL;31009107;HERNIORRAFIA INCISIONAL;
43080120;HERNIORRAFIA INGUINAL UNILATER;31009115;HERNIORRAFIA INGUINAL - UNILATERAL;
43080138;HERNIORRAFIA INGUINAL BILATERA;43080138;HERNIORRAFIA INGUINAL BILATERA;
43080146;HERNIORRAFIA LOMBAR;31009131;HERNIORRAFIA LOMBAR;
43080154;HERNIORRAFIA RECIDIVANTE;31009140;HERNIORRAFIA RECIDIVANTE;
43080162;HERNIORRAFIA UMBILICAL;31009166;HERNIORRAFIA UMBILICAL;
43080170;LAPARATOMIA EXPLOR.C/S/BIOPSIA;31009174;LAPAROTOMIA EXPLORADORA, OU PARA BIOPSIA, OU PARA DRENAGEM DE ABSCESSO, OU PARA;
43080189;LAPARATOMIA P/DRENAGEM DE ABCE;31009174;LAPAROTOMIA EXPLORADORA, OU PARA BIOPSIA, OU PARA DRENAGEM DE ABSCESSO, OU PARA;
43080197;LAPARAT.P/LIBER.DE BRIDAS/VIG.;31009174;LAPAROTOMIA EXPLORADORA, OU PARA BIOPSIA, OU PARA DRENAGEM DE ABSCESSO, OU PARA;
43080200;PARACENTESE ABDOMINAL;31009247;PARACENTESE ABDOMINAL;
43080200;PARACENTESE ABDOMINAL;40814149;PARACENTESE ORIENTADA POR RX OU US;
43080227;RESSUTURA DA PAREDE ABDOMINAL;31009298;RESSUTURA DA PAREDE ABDOMINAL (POR DEISCENCIA TOTAL OU EVISCERACAO);
43080235;REPARACAO DE OUTRAS HERNIAS;31009263;REPARACAO DE OUTRAS HERNIAS (INCLUI HERNIORRAFIA MUSCULAR);
43080243;RESSEC.DE CISTO/FISTULA URACO;31009271;RESSECCAO DE CISTO OU FISTULA DE URACO;
43080251;RESSEC.CISTO FIST./RES.DUC.ONF;31009280;RESSECCAO DE CISTO OU FISTULA OU RESTOS DO DUCTO ONFALOMESENTERICO;
44010010;BIOPSIA DA PARATIREOIDE;30214017;BIOPSIA DE PARATIREOIDE;
44010028;ADENOMA - RESSECCAO;30214041;TRATAMENTO CIRURGICO DO HIPERPARATIREOIDISMO PRIMARIO;
44010036;PARATIREOIDECTOMIA SUBTOTAL;30214050;TRATAMENTO CIRURGICO DO HIPERPARATIREOIDISMO SECUNDARIO;
44010044;PARATIREOIDECTOMIA C/ESTERNOTOMIA;30214025;PARATIREOIDECTOMIA COM TORACOTOMIA;
44010052;PARATIREOIDECTOMIA C/ESVAZ CERV INILATER;30212057;ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO);
44010060;PARATIREOIDECTOMIA C/ESVAZ CERV BILATERA;30212057;ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO);
44020015;SUPRA-RENALECTOMIA UNILATERAL;31101038;ADRENALECTOMIA UNILATERAL;
44030029;TIMECTOMIA;30805155;TIMECTOMIA (QUALQUER VIA);
44040016;BIOPSIA DA TIREOIDE;30213010;BIOPSIA DE TIREOIDE;
44040024;BOCIO INTRAT-EXTIRPACAO POR VIA TRANSEST;30213029;BOCIO MERGULHANTE: EXTIRPACAO POR ACESSO CERVICO-TORACICO;
44040032;TIREOIDECTOMIA PARCIAL E UNILATERAL;30213045;TIREOIDECTOMIA PARCIAL;
44040040;TIREOIDECTOMIA PARCIAL BILATERAL;30213045;TIREOIDECTOMIA PARCIAL;
44040059;TIREOIDECTOMIA TOTAL;30213053;TIREOIDECTOMIA TOTAL;
44040067;TIREIODECTOMIA TOTAL C/ESVAZ GANG UNILAT;30213053;TIREOIDECTOMIA TOTAL;
44040075;TIREOIDECTOMIA TOTAL C/ESVAZ GANG BILATE;30212057;ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO);
45010013;AMNIOCENTESE;40902013;OBSTETRICA: COM AMNIOCENTESE;
45010021;COLPOSCOPIA;41301102;COLPOSCOPIA (CERVICE UTERINA E VAGINAL);
45010030;EX.A FRESCO DO CONT.VAGINAL/CE;41301188;EXAME A FRESCO DO CONTEUDO VAGINAL E CERVICAL;
45010048;LAPAROSCOPIA;31307060;LAPAROSCOPIA GINECOLOGICA COM OU SEM BIOPSIA (INCLUI A CROMOTUBAGEM);
45010064;TESTE DE HUHMER;41401247;TESTE DE HUHNER;
45010072;TOCOCARDIOGRAFIA ANTE PARTO;20202016;CARDIOTOCOGRAFIA ANTEPARTO;
45010080;TOCOCARDIO.A.PARTO C/EST.OCIT;20202016;CARDIOTOCOGRAFIA ANTEPARTO;
45010099;TOCOCARDIOGRADIA INTRA PARTO;20202024;CARDIOTOCOGRAFIA INTRAPARTO (POR HORA) ATE 6 HORAS EXTERNA;
45010102;DOPPLERFKUXOMETRIA;40901246;OBSTÉTRICA CONVENCIONAL COM DOPPLER COLORIDO;
45010110;PERFIL BIOFISICO DO FETO;40901505;OBSTETRICA: PERFIL BIOFISICO FETAL;
45010129;AMNIOCENT.SOB CONTR.U.SONOG.OB;40902013;OBSTETRICA: COM AMNIOCENTESE;
45010137;HISTEROSCOPIA DIAGNOSTICA;40201155;HISTEROSCOPIA DIAGNOSTICA;
45010145;BIOPSIA DO VILO CORIAL;41301056;BIOPSIA DO VILO CORIAL;
45020019;CRIOCAUTERIZACAO DE COLO/UTERO;31303196;CAUTERIZACAO QUIMICA, OU ELETROCAUTERIZACAO, OU CRIOCAUTERIZACAO DE LESOES DE CO;
45020027;ELETROCOAGULACAO DO COLO/UTERO;31303196;CAUTERIZACAO QUIMICA, OU ELETROCAUTERIZACAO, OU CRIOCAUTERIZACAO DE LESOES DE CO;
45020051;HISTEROSCOPIA CIRURGICA P/BIOPSIA DIR.L.;31303170;HISTEROSCOPIA CIRURGICA P/ BIOPSIA DIRIGIDA, LISE DE SINEQUIAS, RETIRADA DE CORP;
45020060;HISTEROSCOPIA CIRUR.C/RESSEC/MIOMA/POLIP;31303188;HISTEROSCOPIA COM RESSECTOSCOPIO PARA MIOMECTOMIA, POLIPECTOMIA, METROPLASTIA, E;
45020078;LAPAROSCOPIA CIRURGICA PARA LISE ADERENC;31307183;ENDOMETRIOSE PERITONEAL - TRATAMENTO CIRÚRGICO VIA LAPAROSCÓPICA;
45020078;LAPAROSCOPIA CIRURGICA PARA LISE ADERENCIA;31307205;LIBERACAO LAPAROSCOPICA ADERENCIAS PELVICAS COM OU SEM RESSECÇAO DE CISTO PERITONEAIS OU SALPINGOLISE     ;
45020086;LAPAROSCOPIA CIRUR P/MIOME.SALPING.OOFOR;31303250;MIOMECTOMIA UTERINA LAPAROSCÓPICA;
45020086;LAPAROSCOPIA CIRUR P/MIOME.SALPING.OOFOR;31305032;OOFORECTOMIA LARAROSCOPICA UNI OU BILATERAL OU OOFOROPLASTIA UNI OU BILATERAL;
45020094;CAUTERIZACAO QUIMICA OU ELETROCOAGULACAO OU CRIOCAUTERIZACAO DE LESOES DA VULVA;31301037;CAUTERIZACAO QUIMICA OU ELETROCOAGULACAO OU CRIOCAUTERIZACAO DE LESOES DA VULVA GR 5 LESOES;
45020094;CAUTERIZACAO QUIMICA OU ELETROCOAG OU CRIOCAUTERIZACAO DE LESOES DA VULVA;31302130;CAUTERIZACAO QUIMICA, OU ELETROCAUTERIZACAO, OU CRIOCAUTERIZACAO DE LESOES DA VA;
45030014;BARTOLINECTOMIA;31301010;BARTOLINECTOMIA UNILATERAL;
45030022;BIOPSIA DA VULVA;31301029;BIOPSIA DE VULVA;
45030049;CLITORIDECTOMIA;31301045;CLITORECTOMIA (PARCIAL OU TOTAL);
45030057;EXERESE DE GLANDULA DE SKENE;31301070;EXERESE DE GLANDULA DE SKENE;
45030065;EPISIOPERINEORRAFIA(N.OBSTETR.;31306047;PERINEORRAFIA (NAO OBSTETRICA) E/OU EPISIOTOMIA E/OU EPISIORRAFIA;
45030073;EXTIPAR./VULVA/PERINEO(SIST.FU;31301088;EXERESE DE LESAO DA VULVA E/OU DO PERINEO (POR GRUPO DE ATE 5 LESOES);
45030081;HIMENTOTOMIA;31302114;HIMENOTOMIA;
45030090;INCIS./DRENAG./GLAND/BARTHOLIN;31301100;INCISAO E DRENAGEM DA GLANDULA DE BARTHOLIN OU SKENE;
45030103;MARSUPIALIZACAO DA GLAND.BERTH;31301118;MARSUPIALIZACAO DA GLANDULA DE BARTHOLIN;
45030111;PLASTICA DE PEQUENOS LABIOS;31301096;HIPERTROFIA DOS PEQUENOS LABIOS - CORRECAO CIRURGICA;
45030138;RUPTURA PERINEAL DE III GRAU;31306039;CORRECAO DE ROTURA PERINEAL DE III GRAU (COM LESAO DO ESFINCTER) E RECONST;
45030146;VULVECTOMIA AMPL.C/LINFADECTOM;31301126;VULVECTOMIA AMPLIADA;
45030154;VULVECTOMIA SIMPLES;31301134;VULVECTOMIA SIMPLES;
45040010;BIOPSIA DA VAGINA;31302017;BIOPSIA DE VAGINA;
45040028;COLPECTOMIA;31302025;COLPECTOMIA;
45040036;COLPOCLEISE;31302033;COLPOCLEISE (LEFORT);
45040044;COLPOPLASTIA ANTERIOR;31302041;COLPOPLASTIA ANTERIOR;
45040052;COLPOPLASTIA POSTERIOR;31302050;COLPOPLASTIA POSTERIOR COM PERINEORRAFIA;
45040087;COLPOTOMIA;31302076;COLPOTOMIA OU CULDOCENTESE;
45040095;CONSTRUCAO DA VAGINA;31302122;NEOVAGINA (COLON, DELGADO, TUBO DE PELE);
45040109;CULDOSCOPIA;45040109;CULDOSCOPIA;
45040117;COLPORRAFIA/COLPOPERINEORRAFIA;31302068;COLPORRAFIA OU COLPOPERINEOPLASTIA INCLUINDO RESSECCAO DE SEPTO OU RESSUTURA DE;
45040125;EXERESE DE CISTO VAGINAL;31302084;EXERESE DE CISTO VAGINAL;
45040133;EXTRACAO DE CORPO ESTRANHO;31302092;EXTRACAO DE CORPO ESTRANHO COM ANESTESIA GERAL OU BLOQUEIO;
45040141;EXTERIORAZACAO DA VAGINA;31307027;CIRURGIA (VIA ALTA OU BAIXA) DO PROLAPSO DE CUPULA VAGINAL (FIXACAO SACR;
45040150;FISTULA VESICO-VAGINAL/COR.CIR;31103324;FISTULA VESICO-VAGINAL - TRATAMENTO CIRURGICO;
45040168;FISTULA URETRO VAGINAL-COR.CIR;31104100;FISTULA URETRO-VAGINAL - CORRECAO CIRURGICA;
45040184;INCONTIN.URINARIA-TRAT.CIR.A.B;31103375;INCONTINENCIA URINARIA COM COLPOPLASTIA ANTERIOR - TRATAMENTO CIRURGICO (COM OU;
45040192;RESSUTURA DA PAREDE VAGINAL;31302068;COLPORRAFIA OU COLPOPERINEOPLASTIA INCLUINDO RESSECCAO DE SEPTO OU RESSUTURA DE;
45040206;INC URINARIA C/RETOCIST/ROT.PERI.TR.CIR;31103375;INCONTINÊNCIA URINÁRIA COM COLPOPLASTIA ANTERIOR - TRATAMENTO CIRÚRGICO (COM OU;
45050015;BIOPSIA DO COLO UTERINO;31303021;BIOPSIA DO COLO UTERINO;
45050023;BIOPSIA DO ENDOMETRICO;31303030;BIOPSIA DO ENDOMETRIO;
45050031;CURETAG.SEMIOTICA C/S/DIL,C.UT;31303056;CURETAGEM GINECOLOGICA SEMIOTICA E/OU TERAPEUTICA COM OU SEM DILATACAO DE COLO U;
45050040;DILATACAO DO COLO UTERINO;31303064;DILATACAO DO COLO UTERINO;
45050058;EXCISAO DE POLIPO UTERINO;31303072;EXCISAO DE POLIPO CERVICAL;
45050066;HISTERICT.TOTAL AMPL.WERT.MEIG;31303110;HISTERECTOMIA TOTAL AMPLIADA - QUALQUER VIA - (NAO INCLUI A LINFADENECTOMIA PELV;
45050074;HISTERECTOMIA TOTAL;31303102;HISTERECTOMIA TOTAL (QUALQUER VIA);
45050082;HISTERECTOMIA SOBTOTAL;31303080;HISTERECTOMIA SUBTOTAL COM OU SEM ANEXECTOMIA, UNI OU BILATERAL (QUALQUER VIA);
45050090;HISTERECTOMIA VAGINAL;31303080;HISTERECTOMIA SUBTOTAL COM OU SEM ANEXECTOMIA, UNI OU BILATERAL (QUALQUER VIA);
45050104;HISTEROPEXIA(QQER VIA/TECNICA);31307094;LIGAMENTOPEXIA PÉLVICA;
45050112;HISTERECTOMIA C/ANEXET.UNI-BIL;31303129;HISTERECTOMIA TOTAL COM ANEXECTOMIA UNI OU BILATERAL (QUALQUER VIA);
45050139;MIOMECTOMIA;31303145;MIOMECTOMIA UTERINA;
45050155;TRAQUELOPLASTIA;45050155;TRAQUELOPLASTIA;
45050163;TRAQUELECTOMIA(AMPUT.CONIZACAO;31303153;TRAQUELECTOMIA - AMPUTACAO, CONIZACAO - (COM OU SEM CIRURGIA DE ALTA FREQUENCIA;
45050171;RESSECCAO DE VARIZES PELVICAS;31307132;RESSECCAO OU LIGADURA DE VARIZES PELVICAS;
45060010;RECANALIZ.DA TROMPA/FALOPIO...;31304036;RECANALIZACAO TUBARIA (QUALQUER TECNICA), UNI OU BILATERAL (COM MICROSCOPIO OU L;
45060029;SALPINGECTOMIA UNI E BILATERAL;31304044;SALPINGECTOMIA UNI OU BILATERAL;
45060037;SALPINGOPLASTIA INCL.REIMP.TUB;31304036;RECANALIZACAO TUBARIA (QUALQUER TECNICA), UNI OU BILATERAL (COM MICROSCOPIO OU L;
45070016;OOFORECTOMIA UNI/BILATERAL;31305016;OOFORECTOMIA UNI OU BILATERAL OU OOFOROPLASTIA UNI OU BILATERAL;
45070024;OOFOROPLASTIA UNI/BILATERAL;31305016;OOFORECTOMIA UNI OU BILATERAL OU OOFOROPLASTIA UNI OU BILATERAL;
45080011;CERCLAGEM DO COLO UTERINO;31309046;CERCLAGEM DO COLO UTERINO (QUALQUER TECNICA);
45080020;CESARIANA;31309054;CESARIANA (FETO UNICO OU MULTIPLO);
45080038;CESARIANA OU HISTERECTOMIA;31309208;CESARIANA COM HISTERECTOMIA;
45080046;CURETAGEM POS ABORTO;31309062;CURETAGEM POS-ABORTAMENTO;
45080054;DESLOCAMENTO MANUAL DE PACENTA;31309100;INVERSAO UTERINA AGUDA - REDUCAO MANUAL (SOMENTE QUANDO O PARTO OCORRER A;
45080062;HISTERECTOMIA PUEPERAL;31303285;HISTERECTOMIA PUERPERAL;
45080070;INVERSAO UTERINA AGUDA P.PARTO;31309100;INVERSAO UTERINA AGUDA - REDUCAO MANUAL (SOMENTE QUANDO O PARTO OCORRER A;
45080089;INV.UTER.AGUDA P.PARTO C.CIRUR;31309119;INVERSAO UTERINA - TRATAMENTO CIRURGICO;
45080097;PARTO COM OU SEM EPISIOTOMIA;31309127;PARTO (VIA VAGINAL);
45080100;PARTO GEMELAR(CADA 1SUBS./PART;31309135;PARTO MULTIPLO POR VIA VAGINAL (CADA UM SUBSEQUENTE AO INICIAL);
45080160;PRENHEZ ECTOPICA CIRURGIA DA;31309089;GRAVIDEZ ECTOPICA - CIRURGIA;
45080178;SUTURA/LACERAC.DE TRAJ.PELVICO;31309151;REVISAO OBSTETRICA DE PARTO OCORRIDO FORA DO HOSPITAL (INCLUI EXAME, DEQUITACAO;
45080186;PARTO/CES.C/ASS.TRAB.PART.QNEP;31309127;PARTO (VIA VAGINAL);
45080194;CESARIANA;31309054;CESARIANA (FETO UNICO OU MULTIPLO);
45090017;ABCESSO DA MAMA INCISAO E DREN;30602050;DRENAGEM DE ABSCESSO DE MAMA;
45090025;BIOPSIA DE MAMA;30602017;BIOPSIA INCISIONAL DE MAMA;
45090033;EXTIPARCAO DE MAMA SUPRANUMER.;30602084;EXERESE DE MAMA SUPRA-NUMERARIA - UNILATERAL;
45090050;EXTIPARCAO DE TUMOR OU ADENOMA;30602092;EXERESE DE NODULO;
45090068;MASTECTOMIA SIMPLES;30602157;MASTECTOMIA SIMPLES;
45090076;MASTECTOMIA C/LINFADENECTOMIA;30602130;LINFADENECTOMIA AXILAR;
45090084;MASTECTOMIA UTRA RADICAL;30602149;MASTECTOMIA RADICAL OU RADICAL MODIFICADA;
45090092;PUNCAO BIOPSIA;30602181;PUNCAO OU BIOPSIA PERCUTANEA DE AGULHA FINA - POR NODULO (MAXIMO DE 3 NODULOS PO;
45090106;RESSENCAO DE SETOR MAMARIO;30602203;QUADRANTECTOMIA - RESSECCAO SEGMENTAR;
45090114;RESSEC.DE SET.MAMAR.C/ESV.GANG;30602190;QUADRANTECTOMIA E LINFADENECTOMIA AXILAR;
45090122;PUNCAO BIOPSIA S/CONT.U-SONOG.;40808084;PUNCAO OU BIOPSIA MAMARIA PERCUTANEA POR AGULHA FINA ORIENTADA POR IMAGEM (JA IN;
45090262;PUNCAO/BIOPSIA NOD MAMA N PALP P/U.SOM;40808084;PUNCAO OU BIOPSIA MAMARIA PERCUTANEA POR AGULHA FINA ORIENTADA POR IMAGEM (JA IN;
45110085;CANCER NO OVARIO (DEBULKING);31307019;CANCER NO OVARIO (DEBULKING);
46010017;ANTEBRACO;30701023;ANTEBRACO;
46010025;AXILAR;30701031;AXILAR;
46010033;ABDOMINAL OU HIPOGASTRICO;30701015;ABDOMINAL OU HIPOGASTRICO;
46010041;COURO CABELUDO;30701040;COURO CABELUDO;
46010050;DELTOPEITORAL;30701058;DELTOPEITORAL;
46010068;DIGITAIS (DA FACE VOLAR E LAT-CUB DEDOS;30701066;DIGITAIS (DA FACE VOLAR E LATERO-CUBITAL DOS DEDOS MEDIO E ANULAR DA MAO);
46010076;DORSAL DO PE;30701082;DORSAL DO PE;
46010084;DIGITAL DO HALLUX;30701074;DIGITAL DO HALLUX;
46010092;ESCAPULAR;30701090;ESCAPULAR;
46010106;FEMURAL;30701104;FEMORAL;
46010114;FOSSA POPLITEA;30701112;FOSSA POPLITEA;
